id,text,label
16,"고객의 잠재된 소비요구까지 파악하는 대용량 데이터처리 분야의 전문가로 성장하고 싶습니다. 학부시절 컴퓨터공학과 경제학을 전공하며 다양한 방식으로 데이터를 처리하는 방법을 배웠습니다. 금융계량경제학을 수강하며 ‘R’이라는 오픈소스를 이용해, 데이터를 분석하고 결과를 예측하는 과정에서 흥미를 느꼈습니다. 지난여름에는 인턴쉽을 하며 MSSQL의 저장프로시저를 이용하여 ‘투자정보시스템의 데이터조회’를 위한 쿼리를 작성했습니다. 다양한 쿼리문을 배우고 이용하며 흥미를 느꼈고 데이터 처리 분야의 전문가가 되고 싶다는 결심을 했습니다.  

",1
17,"저는 ‘G9 투데이’상품과 같은 사람입니다. 크게 두 가지 면에서 저와 닮아있다고 생각합니다.
첫 번째 이유로는 ‘가격 대비 최고의 성능’입니다. 저도 G9의 상품들처럼, 집중력을 발휘할 때, 누구보다 최고의 효율을 자랑하는 사람입니다. 지난겨울 졸업프로젝트를 위해 안드로이드 앱 개발을 해야만 했습니다. 팀 내에 안드로이드 프로그래밍을 해본 사람이 없었고 저는 팀장으로서 책임감을 느껴 안드로이드 공부를 하기로 결심했습니다. 고도의 집중력을 발휘하여 2개월 만에 언어를 익히고, 개발까지 완료할 수 있었습니다. 
두 번째 이유는 ‘나도 모르는 내 마음을 알아채는 센스’입니다. G9의 상품들은 내가 미처 생각 못했던 필요한 제품들로 소비자의 요구를 충족시킵니다. 저도 이처럼 ‘누가 시키기 전에 필요한 일들을 미리미리 해놓는 센스’를 가진 사람입니다. 지난여름 인턴을 할 때, 개발환경설정을 위해 필요한 프로그램들을 가이드 문서를 참조하여 설치했었습니다. 하지만 몇 가지 중요한 내용이 빠져있어 설치에 어려움을 겪었습니다. 누가 시키지도 않았지만 설치하며 겪었던 상황들을 문서에 추가로 작성 하여, 센스있게 일을 잘 한다는 칭찬을 들었습니다.

",1
18,"[고객의 관심분야 정보 수집을 통한 맞춤상품 5개 추천]
G9을 이용하며, 제가 관심을 가질만한 분야의 상품에 대한 알림을 받고 싶다는 생각을 하였습니다. 저는 쇼핑할 때 주로 여성의류나 여성신발과 관련된 상품들을 보곤 합니다. 로그인하고 상품들을 구경할 경우, 해당 회원의 관심사에 대한 정보 파악이 가능할 것입니다. 수집한 데이터를 바탕으로 관심 카테고리의 베스트 딜을 선정하여 5개 정도의 정보만 매일 메일로 보내준다면 소비자를 위한 맞춤 서비스가 가능 할 것 이라는 생각을 했습니다. 

[G9의 ‘실시간 관심코너’ 정보를 구매고객유형 별로 분류하여 제공]
G9의 실시간 관심코너는 최근에 어떤 사용자가 상품을 구매하거나, 찜한 정보를 바탕으로 상품들을 보여줍니다. 하지만 이러한 정보는 별로 도움이 되지 않는다고 생각합니다. 이를 개선하여 성별과 연령대가 분류된 실시간 관심 상품 조회가 가능하다면 훨씬 유용한 정보가 될 것입니다. 예를 들면, 실시간 관심 코너의 분류에 ‘20대 여성’이 있다면 제 관심사와 비슷할 확률이 높고, 쇼핑할 때 유용한 정보가 될 것입니다. 이를 통해, 실시간 관심코너를 사람들이 조금 더 관심을 가지고 이용할 것이라고 생각합니다.",1
19,"[실수는 최대한 빨리 인정하고 문제를 바로 잡자]
영국으로 워킹홀리데이를 떠나 그곳에서 지내며 레스토랑에서 6개월간 일을 했었습니다. 규모가 제법 큰 곳이어서 휴대용 단말기를 이용하여 주문을 받았고, 주문 입력 즉시 주방으로 주문이 전달되었습니다. 제가 일을 시작한지 얼마 안 되었을 때벌어진 일 입니다. 종종 테이블 번호를 착각하곤 했었는데, 그러던 어느 날 주문을 받던 중 실수로 테이블 번호를 잘못 입력하였습니다. 실수를 알아 차렸을 때에는 이미 다른 테이블에 음식이 잘못 나간 후였습니다. 
너무 당황스러웠고, 매니저님께 혼나는 것 또한 두려웠습니다. 하지만 잘못된 상황을 빨리 알리고 상황을 수습해야겠다는 생각이 들었습니다. 매니저님께 사실대로 말하여서 이미 다른 테이블로 전달된 음식들에 대해서는 다시 조리를 하도록 하였습니다. 또한, 두 테이블에 가서 저의 실수해 대해 설명하고, 정중하게 양해를 구했습니다. 이번 경험을 통해 실수를 하더라도 그 자리에서 인정하고 최대한 바로 잡으려고 노력하는 자세가 중요하다는 것을 깨닫게 되었습니다. 그 이후에는 주문 받을 때, 항상 두 번 확인하는 습관을 들여서 다시는 같은 실수를 반복하지 않을 수 있었습니다.

",1
20,"[소통의 중요성을 알게 된 해외마케팅활동]
 
대학 시절 GTEP(해외마케팅활동)에 참가하게 되었습니다. 해외마케팅활동을 하면서 가장 중요시했던 점은 바로 ‘소통’이었습니다. 5명의 팀원을 이끄는 팀장을 맡게 되면서 바이어, 제조업체뿐만 아니라 팀원들 간의 소통이 얼마나 중요한지 깨닫게 되었습니다. 각기 다른 학년, 나이, 성별을 가진 팀원들과 협업을 하는 것이 처음에는 쉽지 않았습니다. 기대했던 만큼의 성과를 못 내거나 따라주지 않을 때는 실망도 했었습니다. 그래서 팀원 한 명씩 직접 면담을 하면서 소통하려 했습니다. 그 결과 팀원들을 이해할 수 있었고 좋은 성과는 물론 활동이 끝난 뒤에도 계속 연대를 이어나가는 팀을 만들 수 있었습니다. 이러한 경험을 바탕으로 얻게 된 저의 소통능력을 발휘하여 고객은 물론 선후배, 동료들과 소통할 수 있는 인턴사원이 되겠습니다.
 

[국내에서 이룬 영어회화정복]
 
한국에서 영어공부를 하기가 쉽지 않다는 것을 알고 있었지만, 해외에 가지 않고도 영어회화를 하는 것이 가능하다고 생각했습니다. 그래서 아침에 샤워하는 시간, 지하철 이동시간 심지어 걸어 다닐 때도 혼자서 영어로 말하기 연습을 했습니다. 8개월 동안 하루도 빠지지 않고 영어 말하기 연습을 한 결과 전시회에서 통역하고 제가 사는 곳으로 여행을 온 외국인 친구들을 가이드하는 데 전혀 문제가 없는 영어실력을 갖출 수 있었습니다. 포기하고 싶을 때도 많았지만 하루라도 걸러서는 안 된다는 저와의 약속을 지켜야겠다고 생각했고 그 결과 원하는 바를 이룰 수 있었습니다. 그리고 지금의 실력에 안주하지 않고 지금도 지하철을 탈 때마다 혼자서 말하기 연습을 하고 있습니다.
 

[도전의 연속이었던 호주생활]
 
국내에서 영어공부를 한 후 공부한 내용을 확인해보고 싶은 마음이 들었습니다. 그래서 홀로 호주로 떠나게 되었습니다. 처음에 아무 도와주는 사람 없이 혼자 살 곳을 구하고 일자리를 구하는 것이 쉽지는 않았습니다. 먼저 살 곳을 정하고 일자리를 구하기 위해 발로 뛰어가며 이력서를 돌렸습니다. 국내 카페에서 일했던 경험을 살려 호주 카페에서 바리스타로 일하고 싶었습니다. 그래서 사전에 미리 호주 커피에 대해서 공부를 한 후 이력서를 낼 때마다 호주 스타일의 커피를 만들 수 있다고 강조했습니다. 결국, 원하는 일자리를 구할 수 있었고 한국으로 돌아온 뒤에도 같이 일했던 사장님 그리고 동료들과 계속해서 연락을 취하고 있습니다. 같이 일 했던 친구 중 한명이 한국으로 교환학생을 오면서 제가 사는 곳 관광도 시켜주었습니다. 호주 생활을 하면서 독립심도 키우고 더 넓은 세상을 볼 기회도 가졌지만 가장 소중하게 생각하는 것은 한국인 친구 못지않게 마음을 주고받았던 외국인 친구들이었습니다. 제가 가진 영어실력과 외국인들에게 열린 마음은 외국계 기업인 ㈜보쉬전장에서 일하는데 큰 이바지를 할 것 입니다

",1
21,"두산은 회사명과 TV광고 및 경영전략에서 볼 수 있듯이 사람에 대한 믿음과 성장을 최고의 가치로 여기는 세계 일류 기업입니다. 또한 1996년 ISB혁신 이후 2005년 두산 인프라코어의 출범과 전 세계 각국으로 뻗어나가는 역동적인 모습은 두산에 대한 확신을 주었습니다.

세계 최고의 경쟁력을 갖춘 두산 인프라코어의 다양한 사업 중에서 건설기계 R&D분야의 엔진 Assembly 해석을 목표 직무로 하고 있습니다. 기계공학을 전공하면서 열, 유체 및 진동 해석 부분에 많은 관심과 두각을 나타냈고, 이런 저의 능력을 잘 표출할 수 있는 분야입니다. 기계의 심장이라고 할 수 있는 엔진에 대한 해석과 이를 바탕으로 하여 고효율, 고성능의 엔진을 완성시키는 직무는 엔진의 온도만큼이나 뜨거운 저의 열정과 능력을 발휘하기에 최적의 분야라고 생각합니다.

두산 인프라코어가 2030년 에는 Top 1이 될 수 있게 하는 인재가 되기 위해 꾸준히 노력하겠습니다.

",1
22,"게임, 운동, 공부, 일 등 어떤 일이든 할 때 끈기 있는 사람이라는 말을 자주 듣습니다. 스스로 생각해 봐도 저는 일을 시작하면 중간에 포기하지 않고 최선을 다해 완성시키는 근성 있는 노력형 사람입니다. 일을 무턱대고 진행하는 것이 아닌 일의 우선순위를 고려하여 좋은 효율과 성과를 낼 수 있는 방법을 찾아 추진력 있게 진행합니다. 저의 이런 끈기 있는 모습은 두산의 발전에 큰 보탬이 될 것입니다.

깜빡하는 습관

어릴 적 별명은 ‘깜빡이’ 이었습니다. 한 일에 집중하게 되면 주위에 신경을 못 써 자주 내용을 잊어버려 붙었습니다. 하지만 월 단위로 일정표를 만들어 중요일정을 체크해놓고, 스마트폰 보급이후엔 스케줄관리 어플로 중요내용을 계속 상기시키는 습관을 통해 많이 고쳤습니다. 이런 메모하고 일정을 관리하는 습관은 업무 진행에 있어 신뢰감을 주고 나아가 팀워크에 이바지할 수 있다고 생각합니다.
",1
23,"去去去中知 行行行裡覺'

가고 가고 가는 중에 알게 되고, 행하고 행하고 행하면 깨닫게 된다는 뜻으로 노자 도덕경에 나오는 말입니다. 이 말은 제 인생의 좌우명입니다. 현재 최종발표를 앞둔 중앙대와 두산 인프라코어의의 협력 하에 진행되는 공모전의 참여는 가장 도전적임과 동시에 배울 점이 많았던 경험입니다. 공고가 나고 같은 학부친구들 세 명과 함께 지원하게 되었고 팀장을 맡았습니다. 주제를 선정 할 때 저와 팀원들이 많은 관심을 두고 있는 두산 인프라코어의 사업 분야인 건설기계로 주제를 선정했습니다. 이후 팀원들과 함께 브레인스토밍-아이디어 선정 및 발표-재료 선정 및 구매-Prototype제작-포스터 및 최종보고서 작성-최종 발표를 진행하면서 어려운 점이 많았습니다.

가장 어려웠던 점은 아이디어의 구현과정에서 두 개의 센서 및 전자회로구성과 프로그래밍 과정이 불가피 하게 된 점이었습니다. 처음에는 ‘하면 되겠지‘라는 막연한 생각을 갖고 접근했는데 그 과정은 만만치 않았습니다. Arduino키트와 초음파 센서, 정전용량형 근접센서의 회로를 구성하고 프로그래밍 하는 과정은 문외한인 저희에게 너무 어려운 작업이었습니다. 수십 차례 시행착오를 겪으며 실패의 실패를 거듭했고, 작은 폭발사고도 두 번이나 겪었습니다. 전자회로와 센서, 프로그래밍 전문서적과 설명서 등을 끊임없이 읽고 실험하며 실패를 개선해 나갔고 결국 문제를 해결할 수 있었습니다.

공모전을 진행하며 '우린 기계공학전공이니 전자·전기공학은 몰라도 되겠지'라는 생각이 얼마나 어리석은 생각인지 알게 되었고, 더불어 어려운 과정이지만 팀원과 함께 파트를 효율적으로 나누어 끊임없이 열정적으로 파고든다면 그 어떤 문제도 해결할 수 있다는 자신감도 얻게 된 경험이었습니다. 이런 근성과 열정, 재능을 두산 인프라코어의 이름을 걸고 전 세계에 무한히 펼치는 인재가 되고 싶습니다.

",1
24,"대부분의 사람들이 평가하는 첫인상은 소심하고 내성적인 성격일것이라 생각합니다 이유는 고집이 세고 말을 함부로 하지 않고 속으로 되뇌이며 말을 하기 때문입니다
직장생활 내에서의 저의 단점은 필요한 사람에게만 친밀성을 가지게 된다는게단점이자 장점이 아닐까 생각합니다
수많은 부서에 마당발 사원으로 모든 인원에게 주목받으며 인맥을 형성하는것도 좋겠지만필요한 사람들과 친해지고 굵은 친밀도를 통해 다른 인물을 소개받는것도 좋은 수단이라 생각합니다

",1
25,"전자부품 뜯기를 좋아하던 어린시절엔 과학자가 전부인줄 알았습니다
고졸까지는 PC하드웨어쪽 전공을 살려보려고 해봤지만 적성이 아닌것을 알고 용접 자격증의 특기를 살려서 제강소 공무일을 하면서 설비보전과 예비품 보수를 하면서 설비의 기본적인 개념이 어떤부분이 중요한지 파악하는데 많은 도움이 되었습니다
내가 파는 제품이 우리회사의 얼굴이며 설비를 아낄줄 알아야 품질에 자신감이 생긴다는 개념을 다년간 TPM활동을 하면서 느꼈습니다

",1
26,"최고의 기업이라는 타이틀을 걸기 위해서는 남다른 뭔가를 가지지 않으면 안된다고 생각합니다 축적된 노하우와 우수한 기술력으로 지역사회는 물론 세계적인 우수기업으로 성장하는 기업이라는 이미지가 제가 바라보는 SIMPAC입니다
인천에서 만족하며 재직할 수 있는 몇 안되는 기업중 하나로 SIMPAC이 손꼽히고 있습니다
전 직장도 좋은곳이긴 하지만 교대근무라는 문제점이 가장 크게 다가와서 이직을 결심하게 되었고 인천에서 가장 유망한 기업인 SIMPAC이 눈에 들어왔습니다
다년간의 설비보전 일을 하면서 봉강생산 조업의 흐름에 맞춰서 일을 하기 보다는 공유압과 용접의 특기를 살려서 근무하기 좋은 회사가 이직을 위해서 좋은곳이라는 결심을 하게되었습니다 지금의 성과보다 앞으로는 성장가능성이 높은 기업이기에 저도 성장의 발판을 놓는 기반을 다지는 사람이 되고싶습니다

",1
27,"희망업무및장래포부

한국 프레스 제조사의 중추적인 역할을 하며 제품 수주에서 단연 돋보이고 있는 만큼 신뢰를 쌓고 있는 SIMPAC의 명성에 빛이 바래지 않도록 최고의 품질에 도움을 주는 일을 하고싶습니다
같이 일하는 동료들에게 인정받을 수 있는 인재가 되고 싶습니다
업무량이 많고 배워야할 설비가 산더미처럼 많은 직장에서 차근차근 도면을보고 배우며 설비를 만지고 아끼며 전문가가 아니면 안된다는 생각으로 열심히 하다보니 한조의 조장을 하게되었으며 그덕에 주임을 달 수 있는 기간전에 주임자리를 꿰차고 주임대행업무를 볼 수 있었습니다
꼼꼼하다는 평을 많이 받기에 무조건 쉬운 작업보다는 공유압을 만지거나 용접을 하고 품질에 이상이 없는지 확인하는 작업을 하고 싶습니다

",1
