text,label
모르는 것이 있으면 선배님에게 질문하고 공부하며 업무에 관한 전문성으로 주어진 일을 효율성있게 수행하겠습니다.,0
"대학 재학 중 기존 전공이 적성에 맞지 않는다는 고민을 오래 했지만, 이미 투자한 시간과 주변의 시선을 이유로 쉽게 방향을 바꾸지 못했습니다.",1
"[제발 집 좀 가라]
인턴을 하며 직원분에게 들은 소리입니다.",0
포기하고 싶을 때도 많았지만 하루라도 걸러서는 안 된다는 저와의 약속을 지켜야겠다고 생각했고 그 결과 원하는 바를 이룰 수 있었습니다.,0
"이러한 노력의 결과, 교내 데이터 분석 공모전에 참가하여 실생활 문제를 주제로 한 분석 보고서를 제출할 수 있었고, 장려상을 수상하는 성과를 거둘 수 있었습니다.",1
"또한 신작 추천 알고리즘, 이벤트 운영 방식, 댓글 문화 등 서비스 전반에도 관심을 갖고 개선 아이디어를 개인적으로 정리해 보는 습관을 들이고 있습니다.",1
"[영업력을 발휘하다]

저는 아프리카 어린이를 위한 자원봉사에 참여한 경험이 있습니다.",0
앞으로도 이러한 책임감과 열정을 바탕으로 조직에 긍정적인 영향을 주는 인재로 성장하고자 합니다.,1
이 아이디어는 CJ가 보유한 강력한 상품 경쟁력과 물류·IT 인프라를 동시에 활용할 수 있다는 점에서 의미가 있습니다.,1
"고교 입시박람회에 참여한 날, 예상했던 바와 같이 상위권 학교에만 입학상담을 위해 몰렸습니다.",0
이 경험은 이후 어떤 도전 앞에서도 쉽게 물러서지 않는 제 삶의 기준이 되었습니다.,1
영화 속 주인공은 나이와 경력에 상관없이 열린 자세로 주변 사람들의 의견을 경청하며 조직에 자연스럽게 녹아듭니다.,1
단순한 유행이 아니라 기능과 품질을 기준으로 일상의 기준을 만들어 간다는 점에서 브랜드에 신뢰를 갖게 되었습니다.,1
"이 경험을 통해 저는 문제를 단순히 피하거나 우회하기보다, 원인을 끝까지 파악하고 해결책을 찾아내는 집요함과 책임감의 중요성을 깨달았습니다.",1
"그 결과 팀원 간 신뢰가 회복되었고, 업무 효율성이 크게 향상되었습니다.",1
"특히 새로운 분야에 도전할 때마다 시행착오를 겪었지만, 포기하지 않고 끝까지 학습하며 성과로 연결시킨 경험은 저의 가장 큰 자산이 되었습니다.",1
제가 이 분야에 지원한 동기는 기술과 서비스가 결합될 때 사람들의 일상 선택이 더 나아질 수 있다고 믿기 때문입니다.,1
"기존 안을 고수하기보다 작업자와 다시 논의하며 조건을 재정리했고, 이를 반영해 개선안을 수정했습니다.",1
주방장님은 손님이 많이 남기는 비싼 열대과일 '용과'를 줄이자고 하셨고 매니저님은 소수의 손님을 위해서라도 기존메뉴를 지켜가자고 하셨습니다.,0
"판촉, 운영지원, CRM, 심지어 생산계획과 물류운영까지 이루어지는 멀티공간에서 저는 그동안 쌓아온 영업 열정과 현장경험을 발휘하고 싶습니다.",0
"음식이나 시간에 대해 문제사항이 생기게 되면, 고객이 우선이란 생각으로 문제를 해결하기 위해 진심을 다했습니다.",0
처음에는 ‘하면 되겠지‘라는 막연한 생각을 갖고 접근했는데 그 과정은 만만치 않았습니다.,0
매달 진행상황을 물으며 녹음했고 12월에 찾아갔습니다.,0
"[뭉쳐서 목소리를 냈을 때 얻는 권리]

호주에서 워킹홀리데이를 하며 워홀러들의 권리를 찾기 위해 인권보호단체에서 활동하였습니다.",0
제 2 외국어 공부 등 끊임없는 자기계발로 성장하여 전문비서로서 경쟁력을 갖추고 업무에 임하겠습니다.,0
"단순한 자료 전달이 아닌, 이해를 돕기 위한 그림 자료와 임상 사례를 함께 정리하여 학우들이 보다 쉽게 학습할 수 있도록 구성하였습니다.",1
작은 부분까지 신경 쓰다 보니 의사결정이 늦어지는 경우도 있었습니다.,1
저의 진심은 통했습니다.,0
이러한 이야기는 고등학교을 입학하고 많이 들었습니다.,0
"([유니스트][1])

제가 지원한 직무는 **(지원 직무명)**로, 이 분야는 단순한 업무 수행을 넘어 제품과 서비스가 고객에게 전달되는 전 과정에 직간접적으로 영향을 미친다는 점에서 의미가 크다고 생각합니다.",1
"CJ제일제당, CJ올리브영, CJ푸드빌 등 다양한 브랜드의 구매 이력을 AI가 분석해, 개인의 건강 목표(예: 체중, 영양 섭취, 식습관 개선)에 맞춘 **맞춤 식단과 추천 상품·프로모션을 자동으로 제안**하는 서비스입니다.",1
"그 결과 프로젝트는 기한 내 마무리될 수 있었고, 외부 평가에서도 문제 해결 과정과 팀 대응력이 긍정적으로 평가되었습니다.",1
"이후 팀원과 따로 대화를 요청하여 상대방의 의견을 충분히 경청하고, 제가 우려하는 부분 역시 차분하게 전달하였습니다.",1
"단순히 이론을 적용하기보다, 실제 현장에서 발생하는 대기 시간과 불필요한 이동을 데이터로 기록해 병목 구간을 찾는 데 집중했습니다.",1
"장기적으로는 조직의 방향성과 사용자의 니즈를 함께 고려해, 지속적으로 신뢰받는 서비스를 만드는 구성원으로 성장하는 것이 저의 목표입니다.",1
주말마다 적극적인 홍보를 한 결과 전 월 대비 매출이 150% 증가했습니다.,0
하지만 정상을 향해 올라가는 길이 생각보다 험난하였습니다.,0
저는 문제를 그냥 지나치지 않고 끝까지 정리하려는 사람입니다.,1
사내교육을 통해 사람과 원활하게 소통하는 방법에 대해 좀 더 배우도록 노력하겠습니다.,0
"현실에 안주하지 않고 끊임없이 성장을 추구하는 저는 아이에스동서 입사 후, 비서로서 갖추어야 할 전문성을 위해 꾸준히 배우고 발전하겠습니다.",0
이 경험을 통해 저는 팀워크의 핵심은 의견 차이를 조율하는 소통 능력과 공통된 목표를 향한 책임감이라는 것을 깨달았습니다.,1
저의 Section 2는 아직 시작하지 않았습니다.,0
"공모전을 진행하며 '우린 기계공학전공이니 전자·전기공학은 몰라도 되겠지'라는 생각이 얼마나 어리석은 생각인지 알게 되었고, 더불어 어려운 과정이지만 팀원과 함께 파트를 효율적으로 나누어 끊임없이 열정적으로 파고든다면 그 어떤 문제도 해결할 수 있다는 자신감도 얻게 된 경험이었습니다.",0
대학에 진학한 이후에도 이러한 태도는 이어졌습니다.,1
"먼저 혼자 시간을 갖고 서로의 입장을 객관적으로 정리하며, 감정이 아닌 사실과 목표 중심으로 생각하려 노력하였습니다.",1
"문제를 해결하기 위해 먼저 오류 로그를 하나하나 분석하며 원인을 정리하였고, 변수 구조와 데이터 전처리 방식에 대한 관련 자료와 논문을 찾아보며 해결 방안을 모색하였습니다.",1
"그 결과 프로그램 중단 현상이 완전히 해결되었고, 실제 현장에서도 안정적으로 운영될 수 있었습니다.",1
이 과정에서 기술적 가능성과 사용자 이해를 동시에 고려하는 사고방식을 기를 수 있었습니다.,1
영업에 관심을 갖고 꾸준히 쌓아 온 현장경험과 협업능력을 발휘해 국내영업본부에서 원하는 신입사원이 되고 싶습니다.,0
동료와 함께 곰인형 옷을 입고 전단지를 나눠주며 귀여운 춤을 추자 아이들 손에 이끌려 온 손님 수가 증가했습니다.,0
이 경험을 통해서 나도 뭔가 할 수 있구나 라는 자신감을 갖게 되었습니다.,0
인생에서 가장 노력해 본 경험은 첫 취업 준비에서의 실패를 딛고 방향을 다시 세운 과정이었습니다.,1
제 2 외국어 공부 등 끊임없는 자기계발로 성장하여 전문비서로서 경쟁력을 갖추고 업무에 임하겠습니다.,0
"그 결과, 손님의 대부분이 어린이를 동반한 가족이며, 피크타임(12:00-15:00)에 주로 온다는 것을 알게 되었습니다.",0
"전략적 소통

소통은 끊임없이 벌어집니다.",0
"대화를 통해 서로가 프로젝트의 완성도를 높이고자 하는 같은 목표를 가지고 있다는 점을 확인할 수 있었고, 각자의 의견을 일부씩 반영한 절충안을 도출할 수 있었습니다.",1
이베이코리아 플랫폼이 고객에게 더욱 편리하고 신뢰할 수 있는 쇼핑 경험을 제공하기 위해 ‘개인 맞춤형 구매 코디네이터 서비스’를 도입할 것을 제안합니다.,1
제가 일을 시작한지 얼마 안 되었을 때벌어진 일 입니다.,0
저는 이를 해결하기위해 도장에 대해 공부를 하기 시작했고 분말정전도장을 통해 이 문제를 해결할 수 있었습니다.,0
"대학 시절 해외 교환학생과 배낭여행을 통해 항공 서비스를 직접 경험하며, 이동 수단을 넘어 사람과 문화를 연결하는 항공 산업의 역할에 깊은 인상을 받았습니다.",1
"마지막으로, 상사를 보좌하는 비서로서 자기계발을 통해 끊임없이 성장하겠습니다.",0
"이러한 문제를 해결하기 위해 저는 각자의 의견을 정리하여 공통된 목표를 중심으로 논의를 재구성하고, 아이디어를 객관적으로 비교할 수 있도록 평가 기준표를 제안하였습니다.",1
그렇기에 야근과 조기출근도 체력면에서 무리가 없을 것이라 자부합니다.,0
"삼성전자가 지향하는 제품 경쟁력은 하드웨어 성능뿐 아니라, 사용자가 느끼는 전체 경험에서 나온다고 믿습니다.",1
"[소통으로 만들어낸 화음]

실력이 부족했던 파트원들과 이끌어 성공적인 연주회를 만들었습니다.",0
지원분야와 관련된 역량을 기르기 위해 저는 콘텐츠 기획과 데이터 정리에 집중해 왔습니다.,1
또한 발품을 팔아 더 저렴한 행사 장소를 섭외함으로써 비용을 줄일 수 있었습니다.,0
다양한 전공과 지역의 인턴들이 처음 모인 것부터 시작했습니다.,0
이 점에서 저는 강점이 있습니다.,0
제가 지원한 직무는 이러한 고객 중심 전략이 실제로 실행되는 과정에 기여하는 역할이라고 이해하고 있습니다.,1
이 경험을 통해 책임자는 신뢰와 자율성뿐만 아니라 체계적인 관리와 소통이 필수적이라는 점을 깨달았습니다.,1
"로그인하고 상품들을 구경할 경우, 해당 회원의 관심사에 대한 정보 파악이 가능할 것입니다.",0
누군가가 시켜서 하는 것이 아니라 스스로 하고 싶어서 계획하고 실행한 경험은 처음이었습니다.,0
"이로 인해 개인은 자신의 역량이 언제 대체될지 모른다는 불안을 느끼고, 기업과 사회는 책임과 윤리의 경계를 명확히 설정해야 하는 과제에 직면해 있습니다.",1
"현대자동차에서도 새로운 변화에 주저하지 않고 도전하며, 다양한 구성원과의 협업을 통해 더 나은 결과를 만들어 가는 인재로 기여하고 싶습니다.",1
“사람이 재산이다.” 라는 마인드를 가진 저는 주변 사람과 소통하는 것이 좋습니다.,0
[친환경 문제?,0
주제를 선정 할 때 저와 팀원들이 많은 관심을 두고 있는 두산 인프라코어의 사업 분야인 건설기계로 주제를 선정했습니다.,0
"그래서 아침에 샤워하는 시간, 지하철 이동시간 심지어 걸어 다닐 때도 혼자서 영어로 말하기 연습을 했습니다.",0
"이처럼, 우리 사회에서 기업은 더 이상 이윤만을 추구하는 조직이 될 수 없습니다.",0
활동 초기에는 멘토 간 수업 방식과 운영 방식이 통일되지 않아 프로그램의 연속성이 부족하다는 문제가 있었습니다.,1
"모시는 분의 니즈를 파악하기 위해 입장을 바꾸어 생각하고 소통하며, 필요한 서비스와 지원을 해야 합니다.",0
이제 통신사의 입장에서 홈서비스를 바라보겠습니다.,0
"입사 초기에는 공정과 시스템을 깊이 이해하며 기본기를 다지고, 이후에는 데이터와 경험을 바탕으로 안전·품질·효율을 동시에 개선하는 역할을 수행하고 싶습니다.",1
이 경험을 바탕으로 생산직 동료들과 커뮤니케이션을 통해 적재적소에 인원을 배치하고 업무 효율을 극대화 시킬수 있을거라 자부합니다.,0
"[진실한 마음]

저는 3년간 레스토랑 아르바이트를 한 경험이 있습니다.",0
"전공 수업 외에도 관심 분야에 대한 온라인 강의를 자발적으로 수강하고, 관련 프로젝트와 공모전에 도전하며 실무 역량을 키워왔습니다.",1
이 경험은 성공보다 실패가 더 큰 성장을 준다는 사실을 깨닫게 해주었습니다.,1
또한 소통과 협업을 통해 다양한 의견을 조율하고 성과로 연결한 경험은 팀 중심의 현대자동차 조직 문화에서도 큰 장점이 될 수 있다고 판단합니다.,1
"과제가 어려웠던 만큼, 인정받고 싶은 욕구도 컸기에, 세 가지 어려움을 차근차근 해결하기 시작했습니다.",0
"아이에스동서 입사 후 긍정적으로 사고하고, 맡은 일에 책임을 다하겠습니다.",0
대학교 4학년 때 졸업 논문을 준비하며 데이터 분석 과정에서 반복적으로 오류가 발생했던 경험이 있습니다.,1
"카카오엔터테인먼트가 지향하는 ‘콘텐츠로 만드는 더 나은 세상’에 기여하며, 회사와 함께 성장하는 구성원이 되고자 합니다.",1
"맞벌이 부모님을 대신해 어린 시절부터 스스로 계획을 세우고 생활하는 습관을 들이게 되었고, 이를 통해 자기관리 능력과 독립심을 기를 수 있었습니다.",1
이 실수를 만회하기 위해 즉시 문제 상황을 공유하고 팀원들과 긴급 회의를 진행하였습니다.,1
"대학에 진학한 이후에는 공모전, 대외활동, 팀 프로젝트 등 다양한 활동에 적극적으로 참여하며 실무 역량과 문제 해결 능력을 키워왔습니다.",1
로그 데이터를 정리해보니 특정 시간대에 주문이 몰릴 때 메모리 사용량이 급증한다는 사실을 발견할 수 있었습니다.,1
이러한 저의 문제대응력 덕분에 오전 대비 오후에는 약 300 퍼센트 학생유치를 확보한 성과를 만들어 낼 수 있었습니다.,0
"해당 연구는 학과 우수 논문으로 선정되었으며, 발표 자료로도 활용되었습니다.",1
자기PR의 요즘 시대에서 자신을 드러내는 것도 중요하지만 먼저 Good Listener가 되는 것이 더 중요합니다.,0
"둘째, 아이템 선정의 문제점입니다.",0
이러한 관심은 자연스럽게 콘텐츠 플랫폼 운영과 서비스 기획 분야로 이어졌습니다.,1
이는 비서로서 사무 처리를 할 때 저만의 비밀병기가 될 것이라 생각합니다.,0
이러한 경험을 통해 스스로 목표를 설정하고 실행하는 자기주도적인 태도를 자연스럽게 갖추게 되었습니다.,1
"이로 인해 팀 전체가 촉박한 일정 속에서 완성도를 높여야 하는 상황에 놓이게 되었고, 팀장으로서 책임감을 크게 느끼게 되었습니다.",1
"수십 명이 한 무대에 서지만 한 명이라도 불협화음을 내면 완벽한 무대가 될 수 없는데, 총연습에서 저희는 유독 문제가 되어 다른 파트의 따가운 눈총을 받았습니다.",0
"희망업무및장래포부

한국 프레스 제조사의 중추적인 역할을 하며 제품 수주에서 단연 돋보이고 있는 만큼 신뢰를 쌓고 있는 SIMPAC의 명성에 빛이 바래지 않도록 최고의 품질에 도움을 주는 일을 하고싶습니다
같이 일하는 동료들에게 인정받을 수 있는 인재가 되고 싶습니다
업무량이 많고 배워야할 설비가 산더미처럼 많은 직장에서 차근차근 도면을보고 배우며 설비를 만지고 아끼며 전문가가 아니면 안된다는 생각으로 열심히 하다보니 한조의 조장을 하게되었으며 그덕에 주임을 달 수 있는 기간전에 주임자리를 꿰차고 주임대행업무를 볼 수 있었습니다
꼼꼼하다는 평을 많이 받기에 무조건 쉬운 작업보다는 공유압을 만지거나 용접을 하고 품질에 이상이 없는지 확인하는 작업을 하고 싶습니다",0
크게 세 가지 문제점을 발견하였습니다.,0
이후 복합소재에 많은 관심을 두게 되었고 LG하우시스가 다양한 고분자 복합재료를 이용한 제품을 만드는 회사라는 것을 알게되어 지원하게 되었습니다.,0
"이러한 지식적인 측면을 보충하기 위하여 현재 유통관리사, 물류관리사를",0
"특히 귀사는 안정적인 사업 기반과 지속적인 혁신을 통해 업계에서 신뢰받는 기업으로 자리매김하고 있으며, 체계적인 교육 시스템과 인재 육성 프로그램을 통해 구성원의 성장을 적극적으로 지원하고 있습니다.",1
"이를 개선하기 위해 업무의 우선순위를 명확히 설정하고, 일정 수준 이상의 완성도에 도달하면 실행에 옮기는 연습을 꾸준히 하고 있습니다.",1
저를 움직이게 하는 가장 큰 동력은 “조금 더 나은 방식은 없을까?”라는 질문입니다.,1
"현대자동차 선배님들의 가르침을 바탕으로, 
경쟁사는 물론 현대자동차만의 경쟁력을 분석하여 차별화된 매력을 알리겠습니다.",0
"외국의 훌륭한 HR 사례나, 배울 점들에 관해 찾아보고 연구해보고자 합니다.",0
남의 가치를 존중하고 자신을 먼저 내세우지 않는 태도인 겸손은 비서의 중요한 역량 중 하나라고 생각합니다.,0
"발 빠른 정보 수집과 신선한 추진력으로 고객의 Needs에 적절히 대응하며, 신속 정확한 door to door를 실현하여 고객에게 더 나은 최고의 서비스를 제공하고자 합니다.",0
지난여름에는 인턴쉽을 하며 MSSQL의 저장프로시저를 이용하여 ‘투자정보시스템의 데이터조회’를 위한 쿼리를 작성했습니다.,0
그리고 주변 사람들과 어울려 이야기를 나누며 그들의 생각을 이해하고 서로 다른 의견을 조율하기 위해 노력하였습니다.,0
대학생 시절 다양한 경험을 통해 이 세 가지 역량을 기를 수 있었습니다.,0
이러한 경험들과 꼼꼼하고 체계적인 계획으로 일을 진행하는 평소 성격은 저에게 비서직이 가장 잘 할 수 있고 적성에 맞는다는 확신을 주었습니다.,0
2011년 6월부터 8월까지 캐주얼레스토랑에서 서빙 아르바이트를 하며 새로운 홍보방식을 도입해 매출을 올린 적이 있습니다.,0
"去去去中知 行行行裡覺'

가고 가고 가는 중에 알게 되고, 행하고 행하고 행하면 깨닫게 된다는 뜻으로 노자 도덕경에 나오는 말입니다.",0
"익숙해진 방식에 안주하기보다, 불편한 지점을 발견하면 작게라도 바꿔보려는 태도를 유지해 왔습니다.",1
이는 조선·에너지·산업기계 등 복잡한 시스템 산업에서 축적된 기술과 현장 경험을 기반으로 경쟁력을 만들어 온 HD현대의 방향성과 닮아 있다고 생각했습니다.,1
앞으로도 저는 변화하는 환경 속에서 배움을 멈추지 않는 사람으로 성장하고자 합니다.,1
대학교 재학 중 교내 행사 운영 서포터즈로 활동하며 안전 관리와 일정 운영을 담당한 경험이 있습니다.,1
"관련 자료를 찾아 트랜잭션 처리 방식과 비동기 요청 구조를 공부했고, 이를 적용해 서버 로직을 개선했습니다.",1
"제가 생각하는 팀워크란 각자의 역할과 관점은 다르지만, 공통의 목표를 향해 신뢰를 기반으로 움직이는 상태라고 생각합니다.",1
"입사 후에는 주어진 역할을 정확히 수행하는 데 그치지 않고, 공정과 제품의 완성도를 높이는 데 기여하는 인재로 성장하고 싶습니다.",1
"이러한 최고의 종합건설회사인 아이에스동서기 보다 큰 발전을 이룰 수 있도록 이바지하면서, 아이에스동서의 길에 함께 하고 싶습니다.",0
"그로 인해 저는 그 이후, 그 가게를 찾을 때마다 서비스도 받고 큰 환대를 받기도 했습니다.",0
또한 어떤 일이든 성급하게 판단하기보다 충분히 고민하고 준비한 뒤 행동하는 것을 중요하게 생각합니다.,1
"(600자)

보육교사로서 반의 운영을 맡아 사무업무를 하고 보험회사 팀 비서로 근무한 경험이 있습니다.",0
"([유니스트][1])

저는 대학 시절 **팀 프로젝트와 공모전, 데이터 분석 및 문제 해결 경험**을 통해 체계적인 문제 해결 능력과 협업 능력을 길러왔습니다.",1
시각적 자료를 활용하여 신사업을 소개하겠습니다.,0
"1달의 시간이 흘렀고 저희는 반전을 만들기 위해 生을 위한 전쟁, 영업에 뛰어들었습니다.",0
제가 맡은 고객님들 한분 한분을 섬기는 마음으로 상부상조의 정신을 계승하여 고객의 삶의 질을 향상하는데 그치지 않고 다양한 지역개발 사업을 전개하는데 일조하여 지역공동체 발전을 끌어내야 합니다.,0
"[生을 위한 전쟁, 영업]
 1달의 시간은 아이디어와의 싸움이었습니다.",0
"이 경험을 통해 문제를 분석하고 실행으로 옮기는 기획력과 책임감을 기를 수 있었으며, 구성원들과 협력하여 실질적인 성과를 만들어내는 방법을 배울 수 있었습니다.",1
"취업률을 강조한 멘트로 바꾸어 말하자고 담당하는 분께 먼저 제안 드린 후, 앉아서 때를 기다리는 것이 아니라 적극적으로 다가가 홍보물을 나누어 주었습니다.",0
이러한 환경 속에서 빠르게 배우고 성과로 보답하는 인재로 성장하고자 지원하게 되었습니다.,1
"장기적으로는 축적된 현장 이해를 기반으로, 변화와 도전을 주도하는 인재로 성장하는 것이 저의 목표입니다.",1
최근 딥러닝이 기계학습 분야에서 가장 큰 화두가 되고 있습니다.,0
그러나 저희는 포기하지 않았습니다.,0
"매장 운영, 상품 관리, 고객 응대가 분리된 일이 아니라 하나의 흐름으로 연결되어 있다는 점이 인상 깊었고, 그 중심에서 사람과 현장을 함께 성장시키는 구조에 매력을 느껴 지원하게 되었습니다.",1
삼성카드에서 카드를 통해 고객들의 생활의 편리를 돕겠습니다.,0
Hyundai Way 중 **‘도전(Challenge)’**과 **‘협업(Collaboration)’**은 제 경험과 가장 맞닿아 있는 가치입니다.,1
"어느 고객에게나 똑같은 서비스가 아닌 고객 한분 한분에 특성을 제대로 파악하여 우리 기업에 대한 신뢰감을 주고 그에 대한 맞춤 서비스 자세로 서울보증보험에서 저의 업무 능력을 발휘해 보이겠습니다,",0
"이에 저는 기존 활동 자료를 정리하여 공용 자료집으로 제작하고, 신규 멘토를 위한 교육 자료를 마련하는 역할을 자발적으로 맡았습니다.",1
대학원에서 고급분석화학이라는 과목을 수강할 때 조별 프로젝트를 수행한 경험이 있습니다.,0
"중장기적으로는 다양한 프로젝트와 업무 경험을 통해 문제 해결 능력과 기획력을 강화하여, 보다 큰 책임을 맡을 수 있는 인재로 성장하고 싶습니다.",1
항상 저 글귀를 마음속에 품고 인생을 살아가고자 합니다.,0
"당시 팀원들의 자율성을 존중한다는 이유로 세부 일정과 중간 점검을 철저히 하지 못했고, 그로 인해 일부 자료 준비가 지연되면서 최종 발표 준비에 큰 어려움을 겪었습니다.",1
또한 행사 전날 직접 현장을 점검하며 예상 문제를 정리해 공유하였습니다.,1
"이러한 경험을 바탕으로 저는 지원분야에서 이용자의 관점으로 정보를 정리하고, 더 많은 대학생들이 기회를 놓치지 않도록 돕는 역할을 수행하고 싶습니다.",1
팔지 못하면 월급을 받지 못하는 회사의 자금 위기상황에서 生을 위해 영업을 했던 절실함도 느껴보았습니다.,0
"(600자 이내)

학창시절 ′ 교환학생 프로젝트′를 성공적으로 수행하였습니다.",0
저는 다양한 사람들과 함께 일하는 것을 즐기며， 제가 속한 조직이 최고의 능력을 발휘할 수 있도록 도와주는 것을 좋아합니다.,0
"저는 등산을 준비하는 과정에서 애초에 계획하였던 코스보다 어려운 코스에 도전하자고 친구들을 설득하였고, 중상급 코스로 등산 계획을 수정하였습니다.",0
이번 경험을 통해 실수를 하더라도 그 자리에서 인정하고 최대한 바로 잡으려고 노력하는 자세가 중요하다는 것을 깨닫게 되었습니다.,0
그러나 오히려 저는 부모님에게 감사하였습니다.,0
"(800자 이내)

어느 상황에서든 주어진 일에 책임감을 가지고 성공적 결과를 위해 노력합니다.",0
"“The Global Logistics""라는 비전으로 2020년 글로벌 TOP5 물류기업으로 성장하고 있습니다.",0
"매주 조별모임을 가져서 주제를 정하고, 각자 할당된 파트의 예시 및 이론에 대해 조사해 학습했습니다.",0
"[‘무한도전’, 침착성을 무기로 달성하다.] 

홍보인에게 위기시 침착할 수 있는 능력은 필수적입니다.",0
"저는 대학에서 기계공학을 전공하며 생산 공정과 품질 관리 과목을 수강했고, 이 과정에서 하나의 완성차가 만들어지기까지 수많은 공정과 기술이 유기적으로 연결되어 있다는 사실에 매력을 느꼈습니다.",1
"[철저한 준비를 통하여 한계에 도전하다]

평소 내가 가진 한계가 궁금하단 생각을 종종 하였습니다.",0
"그래서 저는 그 친구를 직접 찾아가 밥도 같이 먹고, 제가 재수생활을 하며 얻은 팁들을 전수해주었습니다.",0
실제로 발표나 과제 제출 전에는 여러 차례 점검하며 완성도를 높이기 위해 노력해 왔습니다.,1
저의 가장 큰 장점은 맡은 일에 끝까지 책임지고 완수하는 끈기와 성실함입니다.,1
그래서 사전에 미리 호주 커피에 대해서 공부를 한 후 이력서를 낼 때마다 호주 스타일의 커피를 만들 수 있다고 강조했습니다.,0
저희 부모님께서는 교육데 대해서는 지금도 엄격하시지만 어린 시절부터 굉장히 예의를 중요하게 여기시고 키워주셨습니다.,0
물류 전공자로서 이러한 CJ대한통운의 위상에 보탬이 되고자 하는 마음가짐을 가지게 되었습니다.,0
현실에 안주하기보단 목소리를 냈을 때 권리를 얻을 수 있다는 교훈과 임금문제 또한 해결되는 값진 경험을 얻었습니다.,0
부모님 도움없이， 등록금 마련과 교환학생을 가기 위해 진행한 개인 프로젝트입니다.,0
또한 1996년 ISB혁신 이후 2005년 두산 인프라코어의 출범과 전 세계 각국으로 뻗어나가는 역동적인 모습은 두산에 대한 확신을 주었습니다.,0
"입사 후에는 비즈니스와 IT를 연결하는 역할을 수행하며, 현장의 요구를 실제로 작동하는 시스템으로 구현하는 일을 하고 싶습니다.",1
우리끼리만은 해결이 힘들다 생각해 다른악기파트로부터 우리의 문제점에 대한 피드백을 받고 해결법을 강구하였습니다.,0
교내 취업 서포터즈 활동을 하며 공모전 및 대외활동 정보를 수집·정리해 SNS 채널에 게시한 경험이 있습니다.,1
당시 저희 팀의 목표는 실질적인 시장 분석을 바탕으로 차별화된 마케팅 전략을 수립하여 우수한 성과를 거두는 것이었습니다.,1
이를 통해 다양한 성향의 사람들과 의사소통하는 법을 배우고 동영상 편집과 글을 쓰는 능력을 길렀습니다.,0
"당시에는 노력의 양만 늘리면 결과가 따라올 것이라 생각했지만, 실패가 반복되며 방식 자체를 점검해야 한다는 필요성을 깨달았습니다.",1
"특히 학업과 진로에 대한 고민으로 어려움을 겪던 한 후배가 있었는데, 꾸준한 면담과 학습 계획 수립을 통해 자신감을 회복할 수 있도록 지원하였습니다.",1
"이러한 저를 보며, 많은 사람들은 아까 확인한 사항을 왜 다시 확인을 하느냐고 물어봅니다.",0
이 방식을 도입하고 난 후， 조별로 주어진 업무분량을 달성하기 위해 조원들이 합심하여 일하여 업무속도가 향상되었습니다.,0
앞으로도 이 경험을 바탕으로 변화에 유연하게 대응하며 성장하는 인재로 발전하고자 합니다.,1
카드는 고객의 생활에 큰 도움이 되리라 생각합니다.,0
